0,1,2,3,4,5
https://www.bumper.com/cars-for-sale/ford/mustang-mach-e,200,['Ford Mustang Mach-E for Sale | Bumper'],1,"['Find the right Ford Mustang Mach-E for sale right here at Bumper, with options for sale by owner (private party) and at local and national dealerships!']",1
https://www.bumper.com/cars-for-sale/ford/mustang-mach-e,200,['Ford Mustang Mach-E for Sale | Bumper'],1,"['Find the right Ford Mustang Mach-E for sale right here at Bumper, with options for sale by owner (private party) and at local and national dealerships!']",1
https://www.bumper.com/vin-lookup/,200,['VIN Lookup & Decoder'],1,"['Our free VIN decoder can help you check a vehicle identification number to find out detailed information about a vehicle, including its engine specs, transmission, trim, MSRP and more!']",1
https://www.bumper.com/about/data/,200,['Bumper Data Sources | Vehicle History Report Data Sources | Bumper'],1,['Learn more about where we get our vehicle data right here!'],1
https://www.bumper.com/about/,200,['About Us'],1,['Bumper'],1
https://www.bumper.com/cars-for-sale/nissan/versa-note/fort-worth-tx,200,"['Nissan Versa Note for Sale in Fort Worth, TX | Bumper']",1,"['Search Nissan Versa Note vehicles for sale in Fort Worth, Texas. Browse over 24 active listings in TX and 2,257 listings nationwide to find the best deals on new & used cars. Review a vehicle history report to find and purchase a reliable car in Fort Worth, TX.']",1
https://www.bumper.com/about/,200,['About Us'],1,['Bumper'],1
https://www.bumper.com/cars-for-sale/nissan/versa-note/fort-worth-tx,200,"['Nissan Versa Note for Sale in Fort Worth, TX | Bumper']",1,"['Search Nissan Versa Note vehicles for sale in Fort Worth, Texas. Browse over 24 active listings in TX and 2,257 listings nationwide to find the best deals on new & used cars. Review a vehicle history report to find and purchase a reliable car in Fort Worth, TX.']",1
https://www.bumper.com/vin-decoder/toyota/prius-c/,200,['Toyota Prius C VIN Decoder & Lookup'],1,"[""Check your Toyota Prius C's VIN with our free VIN decoder. Look up a VIN to get info about its specs, options, value, and history!""]",1
https://www.bumper.com/vin-decoder/toyota/prius-c/,200,['Toyota Prius C VIN Decoder & Lookup'],1,"[""Check your Toyota Prius C's VIN with our free VIN decoder. Look up a VIN to get info about its specs, options, value, and history!""]",1
